DATE,DEXDNUS
2011-08-05,5.2609
2011-08-08,5.2306
2011-08-09,5.2310
2011-08-10,5.2485
2011-08-11,5.2354
2011-08-12,5.2314
2011-08-15,5.1532
2011-08-16,5.1658
2011-08-17,5.1606
2011-08-18,5.2004
2011-08-19,5.1693
2011-08-22,5.1781
2011-08-23,5.1617
2011-08-24,5.1729
2011-08-25,5.1807
2011-08-26,5.1498
2011-08-29,5.1341
2011-08-30,5.1618
2011-08-31,5.1710
2011-09-01,5.2144
2011-09-02,5.2442
2011-09-05,.
2011-09-06,5.3199
2011-09-07,5.2979
2011-09-08,5.3388
2011-09-09,5.4488
2011-09-12,5.4615
2011-09-13,5.4430
2011-09-14,5.4321
2011-09-15,5.3740
2011-09-16,5.4023
2011-09-19,5.4595
2011-09-20,5.4355
2011-09-21,5.4257
2011-09-22,5.5345
2011-09-23,5.5044
2011-09-26,5.5041
2011-09-27,5.4675
2011-09-28,5.4610
2011-09-29,5.4555
2011-09-30,5.5331
2011-10-03,5.6034
2011-10-04,5.5989
2011-10-05,5.5846
2011-10-06,5.5518
2011-10-07,5.5093
2011-10-10,.
2011-10-11,5.4500
2011-10-12,5.3936
2011-10-13,5.4219
2011-10-14,5.3710
2011-10-17,5.4077
2011-10-18,5.4269
2011-10-19,5.4049
2011-10-20,5.4462
2011-10-21,5.3658
2011-10-24,5.3440
2011-10-25,5.3514
2011-10-26,5.3789
2011-10-27,5.2527
2011-10-28,5.2531
2011-10-31,5.3330
2011-11-01,5.4402
2011-11-02,5.3909
2011-11-03,5.4145
2011-11-04,5.4067
2011-11-07,5.4163
2011-11-08,5.4004
2011-11-09,5.4751
2011-11-10,5.4711
2011-11-11,.
2011-11-14,5.4627
2011-11-15,5.5036
2011-11-16,5.5098
2011-11-17,5.5028
2011-11-18,5.5044
2011-11-21,5.5011
2011-11-22,5.5109
2011-11-23,5.5707
2011-11-24,.
2011-11-25,5.6144
2011-11-28,5.5770
2011-11-29,5.5735
2011-11-30,5.5268
2011-12-01,5.5138
2011-12-02,5.5545
2011-12-05,5.5229
2011-12-06,5.5497
2011-12-07,5.5539
2011-12-08,5.5802
2011-12-09,5.5614
2011-12-12,5.6369
2011-12-13,5.6788
2011-12-14,5.7280
2011-12-15,5.7107
2011-12-16,5.7061
2011-12-19,5.7094
2011-12-20,5.6833
2011-12-21,5.7005
2011-12-22,5.6981
2011-12-23,5.6996
2011-12-26,.
2011-12-27,5.6851
2011-12-28,5.7519
2011-12-29,5.7392
2011-12-30,5.7303
2012-01-02,.
2012-01-03,5.6933
2012-01-04,5.7513
2012-01-05,5.8176
2012-01-06,5.8429
2012-01-09,5.8339
2012-01-10,5.8189
2012-01-11,5.8612
2012-01-12,5.8006
2012-01-13,5.8628
2012-01-16,.
2012-01-17,5.8357
2012-01-18,5.7971
2012-01-19,5.7470
2012-01-20,5.7414
2012-01-23,5.7040
2012-01-24,5.7172
2012-01-25,5.7282
2012-01-26,5.6508
2012-01-27,5.6350
2012-01-30,5.6645
2012-01-31,5.6949
2012-02-01,5.6405
2012-02-02,5.6451
2012-02-03,5.6713
2012-02-06,5.6605
2012-02-07,5.6119
2012-02-08,5.6079
2012-02-09,5.5881
2012-02-10,5.6370
2012-02-13,5.6247
2012-02-14,5.6530
2012-02-15,5.6791
2012-02-16,5.6699
2012-02-17,5.6529
2012-02-20,.
2012-02-21,5.6096
2012-02-22,5.6122
2012-02-23,5.5870
2012-02-24,5.5230
2012-02-27,5.5448
2012-02-28,5.5272
2012-02-29,5.5653
2012-03-01,5.5813
2012-03-02,5.6310
2012-03-05,5.6200
2012-03-06,5.6689
2012-03-07,5.6530
2012-03-08,5.6080
2012-03-09,5.6708
2012-03-12,5.6561
2012-03-13,5.6700
2012-03-14,5.7082
2012-03-15,5.6882
2012-03-16,5.6455
2012-03-19,5.6147
2012-03-20,5.6231
2012-03-21,5.6370
2012-03-22,5.6355
2012-03-23,5.6061
2012-03-26,5.5783
2012-03-27,5.5740
2012-03-28,5.5916
2012-03-29,5.6066
2012-03-30,5.5790
2012-04-02,5.5837
2012-04-03,5.5787
2012-04-04,5.6668
2012-04-05,5.6940
2012-04-06,5.6851
2012-04-09,5.6844
2012-04-10,5.6926
2012-04-11,5.6749
2012-04-12,5.6475
2012-04-13,5.6863
2012-04-16,5.6924
2012-04-17,5.6686
2012-04-18,5.6691
2012-04-19,5.6644
2012-04-20,5.6312
2012-04-23,5.6666
2012-04-24,5.6337
2012-04-25,5.6318
2012-04-26,5.6208
2012-04-27,5.6137
2012-04-30,5.6236
2012-05-01,5.6242
2012-05-02,5.6536
2012-05-03,5.6555
2012-05-04,5.6795
2012-05-07,5.6973
2012-05-08,5.7116
2012-05-09,5.7388
2012-05-10,5.7354
2012-05-11,5.7443
2012-05-14,5.7861
2012-05-15,5.8210
2012-05-16,5.8390
2012-05-17,5.8474
2012-05-18,5.8423
2012-05-21,5.8202
2012-05-22,5.8343
2012-05-23,5.9113
2012-05-24,5.9060
2012-05-25,5.9352
2012-05-28,.
2012-05-29,5.9515
2012-05-30,5.9905
2012-05-31,6.0100
2012-06-01,5.9821
2012-06-04,5.9481
2012-06-05,5.9754
2012-06-06,5.9299
2012-06-07,5.9150
2012-06-08,5.9551
2012-06-11,5.9437
2012-06-12,5.9547
2012-06-13,5.8990
2012-06-14,5.8937
2012-06-15,5.8819
2012-06-18,5.9085
2012-06-19,5.8569
2012-06-20,5.8521
2012-06-21,5.9064
2012-06-22,5.9253
2012-06-25,5.9564
2012-06-26,5.9604
2012-06-27,5.9673
2012-06-28,5.9775
2012-06-29,5.8687
2012-07-02,5.9065
2012-07-03,5.8909
2012-07-04,.
2012-07-05,6.0077
2012-07-06,6.0553
2012-07-09,6.0480
2012-07-10,6.0685
2012-07-11,6.0729
2012-07-12,6.0971
2012-07-13,6.0814
2012-07-16,6.0647
2012-07-17,6.0818
2012-07-18,6.0669
2012-07-19,6.0688
2012-07-20,6.1102
2012-07-23,6.1347
2012-07-24,6.1668
2012-07-25,6.1316
2012-07-26,6.0576
2012-07-27,6.0130
2012-07-30,6.0725
2012-07-31,6.0431
2012-08-01,6.0518
2012-08-02,6.1255
2012-08-03,6.0066
2012-08-06,5.9901
2012-08-07,5.9929
2012-08-08,6.0197
2012-08-09,6.0611
2012-08-10,6.0514
2012-08-13,6.0313
2012-08-14,6.0367
2012-08-15,6.0563
2012-08-16,6.0241
2012-08-17,6.0469
2012-08-20,6.0315
2012-08-21,5.9693
2012-08-22,5.9701
2012-08-23,5.9189
2012-08-24,5.9420
2012-08-27,5.9508
2012-08-28,5.9289
2012-08-29,5.9429
2012-08-30,5.9610
2012-08-31,5.9237
2012-09-03,.
2012-09-04,5.9276
2012-09-05,5.9117
2012-09-06,5.9018
2012-09-07,5.8239
2012-09-10,5.8239
2012-09-11,5.7953
2012-09-12,5.7815
2012-09-13,5.7731
2012-09-14,5.6729
2012-09-17,5.6797
2012-09-18,5.7097
2012-09-19,5.7039
2012-09-20,5.7553
2012-09-21,5.7389
2012-09-24,5.7760
2012-09-25,5.7600
2012-09-26,5.8015
2012-09-27,5.7896
2012-09-28,5.7986
2012-10-01,5.7779
2012-10-02,5.7569
2012-10-03,5.7756
2012-10-04,5.7339
2012-10-05,5.7097
2012-10-08,.
2012-10-09,5.7924
2012-10-10,5.7880
2012-10-11,5.7692
2012-10-12,5.7615
2012-10-15,5.7596
2012-10-16,5.7221
2012-10-17,5.6800
2012-10-18,5.6901
2012-10-19,5.7274
2012-10-22,5.7100
2012-10-23,5.7493
2012-10-24,5.7615
2012-10-25,5.7561
2012-10-26,5.7647
2012-10-29,5.7794
2012-10-30,5.7474
2012-10-31,5.7559
2012-11-01,5.7662
2012-11-02,5.8057
2012-11-05,5.8307
2012-11-06,5.8202
2012-11-07,5.8463
2012-11-08,5.8551
2012-11-09,5.8651
2012-11-12,.
2012-11-13,5.8644
2012-11-14,5.8528
2012-11-15,5.8351
2012-11-16,5.8660
2012-11-19,5.8226
2012-11-20,5.8202
2012-11-21,5.8183
2012-11-22,.
2012-11-23,5.7536
2012-11-26,5.7506
2012-11-27,5.7621
2012-11-28,5.7721
2012-11-29,5.7593
2012-11-30,5.7333
2012-12-03,5.7093
2012-12-04,5.7029
2012-12-05,5.7046
2012-12-06,5.7518
2012-12-07,5.7639
2012-12-10,5.7693
2012-12-11,5.7417
2012-12-12,5.7216
2012-12-13,5.7047
2012-12-14,5.6806
2012-12-17,5.6648
2012-12-18,5.6405
2012-12-19,5.6317
2012-12-20,5.6417
2012-12-21,5.6652
2012-12-24,5.6599
2012-12-25,.
2012-12-26,5.6390
2012-12-27,5.6376
2012-12-28,5.6413
2012-12-31,5.6565
2013-01-01,.
2013-01-02,5.6534
2013-01-03,5.6901
2013-01-04,5.7165
2013-01-07,5.6947
2013-01-08,5.7090
2013-01-09,5.7062
2013-01-10,5.6442
2013-01-11,5.5880
2013-01-14,5.5802
2013-01-15,5.5933
2013-01-16,5.6076
2013-01-17,5.5876
2013-01-18,5.6099
2013-01-21,.
2013-01-22,5.6088
2013-01-23,5.6068
2013-01-24,5.5774
2013-01-25,5.5451
2013-01-28,5.5430
2013-01-29,5.5306
2013-01-30,5.4985
2013-01-31,5.4916
2013-02-01,5.4491
2013-02-04,5.5146
2013-02-05,5.4959
2013-02-06,5.5127
2013-02-07,5.5738
2013-02-08,5.5797
2013-02-11,5.5625
2013-02-12,5.5467
2013-02-13,5.5484
2013-02-14,5.5941
2013-02-15,5.5824
2013-02-18,.
2013-02-19,5.5703
2013-02-20,5.5874
2013-02-21,5.6492
2013-02-22,5.6656
2013-02-25,5.6634
2013-02-26,5.7117
2013-02-27,5.6898
2013-02-28,5.7007
2013-03-01,5.7403
2013-03-04,5.7357
2013-03-05,5.7262
2013-03-06,5.7380
2013-03-07,5.6906
2013-03-08,5.7393
2013-03-11,5.7303
2013-03-12,5.7251
2013-03-13,5.7572
2013-03-14,5.7477
2013-03-15,5.7081
2013-03-18,5.7540
2013-03-19,5.7829
2013-03-20,5.7540
2013-03-21,5.7641
2013-03-22,5.7348
2013-03-25,5.7842
2013-03-26,5.7952
2013-03-27,5.8307
2013-03-28,5.8033
2013-03-29,5.8169
2013-04-01,5.7980
2013-04-02,5.8071
2013-04-03,5.8008
2013-04-04,5.7988
2013-04-05,5.7220
2013-04-08,5.7308
2013-04-09,5.6944
2013-04-10,5.7091
2013-04-11,5.6805
2013-04-12,5.6947
2013-04-15,5.6993
2013-04-16,5.6726
2013-04-17,5.7124
2013-04-18,5.7020
2013-04-19,5.7060
2013-04-22,5.7111
2013-04-23,5.7275
2013-04-24,5.7361
2013-04-25,5.7322
2013-04-26,5.7250
2013-04-29,5.6958
2013-04-30,5.6614
2013-05-01,5.6511
2013-05-02,5.7048
2013-05-03,5.6847
2013-05-06,5.7025
2013-05-07,5.6949
2013-05-08,5.6562
2013-05-09,5.6866
2013-05-10,5.7545
2013-05-13,5.7413
2013-05-14,5.7468
2013-05-15,5.7970
2013-05-16,5.7782
2013-05-17,5.8115
2013-05-20,5.7922
2013-05-21,5.7728
2013-05-22,5.7932
2013-05-23,5.7614
2013-05-24,5.7672
2013-05-27,.
2013-05-28,5.7911
2013-05-29,5.7585
2013-05-30,5.7155
2013-05-31,5.7403
2013-06-03,5.6911
2013-06-04,5.7017
2013-06-05,5.6953
2013-06-06,5.6279
2013-06-07,5.6309
2013-06-10,5.6336
2013-06-11,5.6163
2013-06-12,5.5846
2013-06-13,5.6027
2013-06-14,5.5950
2013-06-17,5.5909
2013-06-18,5.5641
2013-06-19,5.5648
2013-06-20,5.6441
2013-06-21,5.6879
2013-06-24,5.6977
2013-06-25,5.7019
2013-06-26,5.7332
2013-06-27,5.7303
2013-06-28,5.7326
2013-07-01,5.7110
2013-07-02,5.7306
2013-07-03,5.7362
2013-07-04,.
2013-07-05,5.8118
2013-07-08,5.7984
2013-07-09,5.8384
2013-07-10,5.8057
2013-07-11,5.7162
2013-07-12,5.7156
2013-07-15,5.7188
2013-07-16,5.6726
2013-07-17,5.6946
2013-07-18,5.7017
2013-07-19,5.6743
2013-07-22,5.6520
2013-07-23,5.6450
2013-07-24,5.6371
2013-07-25,5.6333
2013-07-26,5.6197
2013-07-29,5.6218
2013-07-30,5.6195
2013-07-31,5.6081
2013-08-01,5.6401
2013-08-02,5.6174
2013-08-05,5.6232
2013-08-06,5.6074
2013-08-07,5.5945
2013-08-08,5.5678
2013-08-09,5.5928
2013-08-12,5.6032
2013-08-13,5.6300
2013-08-14,5.6248
2013-08-15,5.6221
2013-08-16,5.5978
2013-08-19,5.5868
2013-08-20,5.5531
2013-08-21,5.5792
2013-08-22,5.5823
2013-08-23,5.5699
2013-08-26,5.5788
2013-08-27,5.5721
2013-08-28,5.5957
2013-08-29,5.6389
2013-08-30,5.6528
2013-09-02,.
2013-09-03,5.6663
2013-09-04,5.6445
2013-09-05,5.6828
2013-09-06,5.6651
2013-09-09,5.6248
2013-09-10,5.6242
2013-09-11,5.6066
2013-09-12,5.6008
2013-09-13,5.6164
2013-09-16,5.5859
2013-09-17,5.5841
2013-09-18,5.5858
2013-09-19,5.5125
2013-09-20,5.5150
2013-09-23,5.5273
2013-09-24,5.5273
2013-09-25,5.5090
2013-09-26,5.5307
2013-09-27,5.5089
2013-09-30,5.5109
2013-10-01,5.5094
2013-10-02,5.4880
2013-10-03,5.4681
2013-10-04,5.4914
2013-10-07,5.4963
2013-10-08,5.4927
2013-10-09,5.5203
2013-10-10,5.5107
2013-10-11,5.5007
2013-10-14,.
2013-10-15,5.5272
2013-10-16,5.5290
2013-10-17,5.4570
2013-10-18,5.4466
2013-10-21,5.4554
2013-10-22,5.4141
2013-10-23,5.4112
2013-10-24,5.4008
2013-10-25,5.4068
2013-10-28,5.4109
2013-10-29,5.4167
2013-10-30,5.4161
2013-10-31,5.4862
2013-11-01,5.5299
2013-11-04,5.5183
2013-11-05,5.5360
2013-11-06,5.5128
2013-11-07,5.5681
2013-11-08,5.5824
2013-11-11,.
2013-11-12,5.5524
2013-11-13,5.5418
2013-11-14,5.5364
2013-11-15,5.5330
2013-11-18,5.5160
2013-11-19,5.5130
2013-11-20,5.5458
2013-11-21,5.5369
2013-11-22,5.5047
2013-11-25,5.5236
2013-11-26,5.5022
2013-11-27,5.4975
2013-11-28,.
2013-11-29,5.4823
2013-12-02,5.5035
2013-12-03,5.4830
2013-12-04,5.5026
2013-12-05,5.4590
2013-12-06,5.4487
2013-12-09,5.4350
2013-12-10,5.4194
2013-12-11,5.4064
2013-12-12,5.4243
2013-12-13,5.4361
2013-12-16,5.4228
2013-12-17,5.4259
2013-12-18,5.4192
2013-12-19,5.4584
2013-12-20,5.4559
2013-12-23,5.4453
2013-12-24,5.4541
2013-12-25,.
2013-12-26,5.4490
2013-12-27,5.4174
2013-12-30,5.3991
2013-12-31,5.4121
2014-01-01,.
2014-01-02,5.4542
2014-01-03,5.4807
2014-01-06,5.4706
2014-01-07,5.4768
2014-01-08,5.4912
2014-01-09,5.4897
2014-01-10,5.4610
2014-01-13,5.4682
2014-01-14,5.4535
2014-01-15,5.4850
2014-01-16,5.4867
2014-01-17,5.5052
2014-01-20,.
2014-01-21,5.5017
2014-01-22,5.5080
2014-01-23,5.4545
2014-01-24,5.4542
2014-01-27,5.4549
2014-01-28,5.4615
2014-01-29,5.4617
2014-01-30,5.5070
2014-01-31,5.5263
2014-02-03,5.5177
2014-02-04,5.5243
2014-02-05,5.5199
2014-02-06,5.4849
2014-02-07,5.4816
2014-02-10,5.4687
2014-02-11,5.4651
2014-02-12,5.4900
2014-02-13,5.4573
2014-02-14,5.4500
2014-02-17,.
2014-02-18,5.4234
2014-02-19,5.4226
2014-02-20,5.4503
2014-02-21,5.4375
2014-02-24,5.4291
2014-02-25,5.4270
2014-02-26,5.4593
2014-02-27,5.4373
2014-02-28,5.4047
2014-03-03,5.4220
2014-03-04,5.4337
2014-03-05,5.4332
2014-03-06,5.3886
2014-03-07,5.3794
2014-03-10,5.3765
2014-03-11,5.3813
2014-03-12,5.3669
2014-03-13,5.3589
2014-03-14,5.3590
2014-03-17,5.3587
2014-03-18,5.3645
2014-03-19,5.3657
2014-03-20,5.4151
2014-03-21,5.4155
2014-03-24,5.4155
2014-03-25,5.4181
2014-03-26,5.4136
2014-03-27,5.4341
2014-03-28,5.4280
2014-03-31,5.4194
2014-04-01,5.4076
2014-04-02,5.4247
2014-04-03,5.4454
2014-04-04,5.4478
2014-04-07,5.4312
2014-04-08,5.4093
2014-04-09,5.4037
2014-04-10,5.3740
2014-04-11,5.3719
2014-04-14,5.4007
2014-04-15,5.4079
2014-04-16,5.4021
2014-04-17,5.3979
2014-04-18,5.4039
2014-04-21,5.4143
2014-04-22,5.4085
2014-04-23,5.4032
2014-04-24,5.3963
2014-04-25,5.3937
2014-04-28,5.3914
2014-04-29,5.4057
2014-04-30,5.3817
2014-05-01,5.3825
2014-05-02,5.3833
2014-05-05,5.3759
2014-05-06,5.3603
2014-05-07,5.3630
2014-05-08,5.3837
2014-05-09,5.4227
2014-05-12,5.4246
2014-05-13,5.4444
2014-05-14,5.4410
2014-05-15,5.4441
2014-05-16,5.4454
2014-05-19,5.4416
2014-05-20,5.4469
2014-05-21,5.4658
2014-05-22,5.4666
2014-05-23,5.4771
2014-05-26,.
2014-05-27,5.4802
2014-05-28,5.4900
2014-05-29,5.4843
2014-05-30,5.4711
2014-06-02,5.4853
2014-06-03,5.4782
2014-06-04,5.4796
2014-06-05,5.4787
2014-06-06,5.4701
2014-06-09,5.4905
2014-06-10,5.5094
2014-06-11,5.5129
2014-06-12,5.5034
2014-06-13,5.5155
2014-06-16,5.4917
2014-06-17,5.5051
2014-06-18,5.4956
2014-06-19,5.4747
2014-06-20,5.4874
2014-06-23,5.4842
2014-06-24,5.4857
2014-06-25,5.4668
2014-06-26,5.4790
2014-06-27,5.4687
2014-06-30,5.4459
2014-07-01,5.4497
2014-07-02,5.4608
2014-07-03,5.4787
2014-07-04,.
2014-07-07,5.4800
2014-07-08,5.4762
2014-07-09,5.4689
2014-07-10,5.4810
2014-07-11,5.4822
2014-07-14,5.4743
2014-07-15,5.4934
2014-07-16,5.5113
2014-07-17,5.5123
2014-07-18,5.5168
2014-07-21,5.5140
2014-07-22,5.5360
2014-07-23,5.5389
2014-07-24,5.5364
2014-07-25,5.5519
2014-07-28,5.5475
2014-07-29,5.5606
2014-07-30,5.5730
2014-07-31,5.5687
2014-08-01,5.5489
2014-08-04,5.5575
2014-08-05,5.5777
2014-08-06,5.5822
2014-08-07,5.5790
2014-08-08,5.5583
2014-08-11,5.5702
2014-08-12,5.5816
2014-08-13,5.5775
2014-08-14,5.5730
2014-08-15,5.5670
2014-08-18,5.5810
2014-08-19,5.5974
2014-08-20,5.6127
2014-08-21,5.6114
2014-08-22,5.6321
2014-08-25,5.6452
2014-08-26,5.6517
2014-08-27,5.6501
2014-08-28,5.6543
2014-08-29,5.6647
2014-09-01,.
2014-09-02,5.6741
2014-09-03,5.6690
2014-09-04,5.7591
2014-09-05,5.7460
2014-09-08,5.7492
2014-09-09,5.7661
2014-09-10,5.7660
2014-09-11,5.7535
2014-09-12,5.7446
2014-09-15,5.7472
2014-09-16,5.7383
2014-09-17,5.7445
2014-09-18,5.7638
2014-09-19,5.7991
2014-09-22,5.8019
2014-09-23,5.7888
2014-09-24,5.8207
2014-09-25,5.8384
2014-09-26,5.8669
2014-09-29,5.8588
2014-09-30,5.8947
2014-10-01,5.8993
2014-10-02,5.8741
2014-10-03,5.9469
2014-10-06,5.9118
2014-10-07,5.8957
2014-10-08,5.8687
2014-10-09,5.8677
2014-10-10,5.8901
2014-10-13,.
2014-10-14,5.8801
2014-10-15,5.8262
2014-10-16,5.8119
2014-10-17,5.8380
2014-10-20,5.8251
2014-10-21,5.8513
2014-10-22,5.8820
2014-10-23,5.8819
2014-10-24,5.8737
2014-10-27,5.8553
2014-10-28,5.8400
2014-10-29,5.8334
2014-10-30,5.8973
2014-10-31,5.9397
2014-11-03,5.9605
2014-11-04,5.9283
2014-11-05,5.9574
2014-11-06,5.9923
2014-11-07,5.9876
2014-11-10,5.9861
2014-11-11,.
2014-11-12,5.9745
2014-11-13,5.9655
2014-11-14,5.9572
2014-11-17,5.9795
2014-11-18,5.9393
2014-11-19,5.9317
2014-11-20,5.9410
2014-11-21,6.0033
2014-11-24,5.9868
2014-11-25,5.9648
2014-11-26,5.9503
2014-11-27,.
2014-11-28,5.9817
2014-12-01,5.9568
2014-12-02,6.0053
2014-12-03,6.0465
2014-12-04,5.9847
2014-12-05,6.0459
2014-12-08,6.0528
2014-12-09,5.9931
2014-12-10,5.9875
2014-12-11,5.9981
2014-12-12,5.9577
2014-12-15,5.9660
2014-12-16,5.9503
2014-12-17,5.9965
2014-12-18,6.0523
2014-12-19,6.0807
2014-12-22,6.0723
2014-12-23,6.1066
2014-12-24,6.1039
2014-12-25,.
2014-12-26,.
2014-12-29,6.1108
2014-12-30,6.1159
2014-12-31,6.1534
2015-01-01,.
2015-01-02,6.1954
2015-01-05,6.2426
2015-01-06,6.2345
2015-01-07,6.2948
2015-01-08,6.2986
2015-01-09,6.2880
2015-01-12,6.2871
2015-01-13,6.3147
2015-01-14,6.3009
2015-01-15,6.4100
2015-01-16,6.4521
2015-01-19,.
2015-01-20,6.4300
2015-01-21,6.4178
2015-01-22,6.5202
2015-01-23,6.5998
2015-01-26,6.5998
2015-01-27,6.5454
2015-01-28,6.5629
2015-01-29,6.5803
2015-01-30,6.5907
2015-02-02,6.5648
2015-02-03,6.4955
2015-02-04,6.5188
2015-02-05,6.5113
2015-02-06,6.5669
2015-02-09,6.5773
2015-02-10,6.5778
2015-02-11,6.5859
2015-02-12,6.5248
2015-02-13,6.5239
2015-02-16,.
2015-02-17,6.5331
2015-02-18,6.5638
2015-02-19,6.5351
2015-02-20,6.5563
2015-02-23,6.5775
2015-02-24,6.5974
2015-02-25,6.5731
2015-02-26,6.6606
2015-02-27,6.6649
2015-03-02,6.6583
2015-03-03,6.6464
2015-03-04,6.7334
2015-03-05,6.7711
2015-03-06,6.8629
2015-03-09,6.8699
2015-03-10,6.9602
2015-03-11,7.0519
2015-03-12,7.0245
2015-03-13,7.0873
2015-03-16,7.0568
2015-03-17,7.0338
2015-03-18,7.0042
2015-03-19,7.0140
2015-03-20,6.9087
2015-03-23,6.8229
2015-03-24,6.8409
2015-03-25,6.7981
2015-03-26,6.8380
2015-03-27,6.8575
2015-03-30,6.9036
2015-03-31,6.9552
2015-04-01,6.9382
2015-04-02,6.8722
2015-04-03,6.8020
2015-04-06,6.7904
2015-04-07,6.8867
2015-04-08,6.9071
2015-04-09,7.0022
2015-04-10,7.0517
2015-04-13,7.0603
2015-04-14,6.9976
2015-04-15,7.0466
2015-04-16,6.9475
2015-04-17,6.9210
2015-04-20,6.9324
2015-04-21,6.9352
2015-04-22,6.9546
2015-04-23,6.9061
2015-04-24,6.8606
2015-04-27,6.8494
2015-04-28,6.7970
2015-04-29,6.6774
2015-04-30,6.6872
2015-05-01,6.6692
2015-05-04,6.6987
2015-05-05,6.6796
2015-05-06,6.5795
2015-05-07,6.6149
2015-05-08,6.6381
2015-05-11,6.6973
2015-05-12,6.6395
2015-05-13,6.5617
2015-05-14,6.5660
2015-05-15,6.5320
2015-05-18,6.5725
2015-05-19,6.6872
2015-05-20,6.7311
2015-05-21,6.7007
2015-05-22,6.7574
2015-05-25,.
2015-05-26,6.8525
2015-05-27,6.8478
2015-05-28,6.8343
2015-05-29,6.7851
2015-06-01,6.8351
2015-06-02,6.7020
2015-06-03,6.6104
2015-06-04,6.6184
2015-06-05,6.7153
2015-06-08,6.6404
2015-06-09,6.6116
2015-06-10,6.5992
2015-06-11,6.6379
2015-06-12,6.6147
2015-06-15,6.6208
2015-06-16,6.6372
2015-06-17,6.6321
2015-06-18,6.5421
2015-06-19,6.5827
2015-06-22,6.5574
2015-06-23,6.6680
2015-06-24,6.6730
2015-06-25,6.6631
2015-06-26,6.6897
2015-06-29,6.6726
2015-06-30,6.6884
2015-07-01,6.7310
2015-07-02,6.7236
2015-07-03,.
2015-07-06,6.7382
2015-07-07,6.8140
2015-07-08,6.7399
2015-07-09,6.7678
2015-07-10,6.6926
2015-07-13,6.7711
2015-07-14,6.7742
2015-07-15,6.8056
2015-07-16,6.8462
2015-07-17,6.8776
2015-07-20,6.8762
2015-07-21,6.8278
2015-07-22,6.8548
2015-07-23,6.7987
2015-07-24,6.7978
2015-07-27,6.7141
2015-07-28,6.7501
2015-07-29,6.7667
2015-07-30,6.8353
2015-07-31,6.7670
2015-08-03,6.8136
2015-08-04,6.8120
2015-08-05,6.8655
2015-08-06,6.8314
2015-08-07,6.8091
2015-08-10,6.7869
2015-08-11,6.7587
2015-08-12,6.6655
2015-08-13,6.6974
2015-08-14,6.7170
2015-08-17,6.7376
2015-08-18,6.7684
2015-08-19,6.7469
2015-08-20,6.6642
2015-08-21,6.5716
2015-08-24,6.4456
2015-08-25,6.5412
2015-08-26,6.5533
2015-08-27,6.6403
2015-08-28,6.6794
2015-08-31,6.6672
2015-09-01,6.6264
2015-09-02,6.6398
2015-09-03,6.7180
2015-09-04,6.7108
2015-09-07,.
2015-09-08,6.6727
2015-09-09,6.6828
2015-09-10,6.6239
2015-09-11,6.5789
2015-09-14,6.5980
2015-09-15,6.6256
2015-09-16,6.6007
2015-09-17,6.5957
2015-09-18,6.5689
2015-09-21,6.6582
2015-09-22,6.6989
2015-09-23,6.6856
2015-09-24,6.6301
2015-09-25,6.6661
2015-09-28,6.6396
2015-09-29,6.6346
2015-09-30,6.6832
2015-10-01,6.6601
2015-10-02,6.6160
2015-10-05,6.6624
2015-10-06,6.6237
2015-10-07,6.6332
2015-10-08,6.6124
2015-10-09,6.5649
2015-10-12,.
2015-10-13,6.5558
2015-10-14,6.5240
2015-10-15,6.5348
2015-10-16,6.5664
2015-10-19,6.5907
2015-10-20,6.5673
2015-10-21,6.5756
2015-10-22,6.6941
2015-10-23,6.7710
2015-10-26,6.7503
2015-10-27,6.7502
2015-10-28,6.7412
2015-10-29,6.8021
2015-10-30,6.7550
2015-11-02,6.7642
2015-11-03,6.8142
2015-11-04,6.8673
2015-11-05,6.8639
2015-11-06,6.9417
2015-11-09,6.9282
2015-11-10,6.9810
2015-11-11,.
2015-11-12,6.9282
2015-11-13,6.9587
2015-11-16,6.9683
2015-11-17,7.0156
2015-11-18,7.0126
2015-11-19,6.9416
2015-11-20,6.9975
2015-11-23,7.0371
2015-11-24,7.0035
2015-11-25,7.0274
2015-11-26,.
2015-11-27,7.0417
2015-11-30,7.0625
2015-12-01,7.0245
2015-12-02,7.0549
2015-12-03,6.8426
2015-12-04,6.8537
2015-12-07,6.8818
2015-12-08,6.8607
2015-12-09,6.7934
2015-12-10,6.8148
2015-12-11,6.7811
2015-12-14,6.7677
2015-12-15,6.8396
2015-12-16,6.8220
2015-12-17,6.9057
2015-12-18,6.8788
2015-12-21,6.8333
2015-12-22,6.7968
2015-12-23,6.8622
2015-12-24,6.8119
2015-12-25,.
2015-12-28,6.7946
2015-12-29,6.8346
2015-12-30,6.8381
2015-12-31,6.8723
2016-01-01,.
2016-01-04,6.9072
2016-01-05,6.9441
2016-01-06,6.9328
2016-01-07,6.8692
2016-01-08,6.8527
2016-01-11,6.8586
2016-01-12,6.8846
2016-01-13,6.8698
2016-01-14,6.8713
2016-01-15,6.8069
2016-01-18,.
2016-01-19,6.8436
2016-01-20,6.8429
2016-01-21,6.8885
2016-01-22,6.8998
2016-01-25,6.8905
2016-01-26,6.8799
2016-01-27,6.8666
2016-01-28,6.8135
2016-01-29,6.8886
2016-02-01,6.8540
2016-02-02,6.8410
2016-02-03,6.7529
2016-02-04,6.6641
2016-02-05,6.7052
2016-02-08,6.6819
